Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1556,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1500,06-Dec-22
1557,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1600,06-Mar-24
1558,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1700,21-Jun-22
1559,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2200,1800,28-Sep-22
1560,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2400,1700,12-Jan-22
1561,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2400,1900,01-Oct-22
1562,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2800,2200,18-Oct-22
1563,Bangalore,Bangalore,Onion,Puna,FAQ,1200,1600,1500,05-May-22
1564,Bangalore,Bangalore,Onion,Puna,FAQ,1300,1700,1500,13-May-22
1565,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2200,1800,04-Jul-22
1566,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2300,2000,29-Dec-23
1567,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2500,2200,28-Feb-24
1568,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2600,2000,15-May-24
1569,Bangalore,Bangalore,Onion,Puna,FAQ,1500,3000,2200,30-May-24
1570,Bangalore,Bangalore,Onion,Puna,FAQ,1500,3000,2400,09-Nov-22
1571,Bangalore,Bangalore,Onion,Puna,FAQ,1700,2100,1900,19-Jan-23
1572,Bangalore,Bangalore,Onion,Puna,FAQ,1800,2000,1900,30-Jan-23
1573,Bangalore,Bangalore,Onion,Puna,FAQ,1800,2400,2100,04-Jan-23
1574,Bangalore,Bangalore,Onion,Puna,FAQ,1800,2500,2200,11-Aug-23
1575,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3000,2600,05-Oct-23
1576,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3200,2600,14-Feb-22
1577,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3200,2600,18-Jan-22
1578,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3200,2600,20-Jan-22
1579,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3500,2750,06-Jan-22
1580,Bangalore,Bangalore,Onion,Puna,FAQ,3000,5000,4000,06-Nov-23
1581,Bangalore,Bangalore,Onion,Puna,FAQ,3300,4800,4200,27-Nov-23
1582,Bangalore,Bangalore,Onion,Puna,FAQ,4000,5200,4400,07-Dec-23
1583,Bangalore,Bangalore,Onion,Puna,FAQ,5000,5500,5200,26-Oct-23
1584,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,600,400,26-Sep-22
1585,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,800,600,20-Oct-22
1586,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,09-May-23
1587,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,12-May-23
1588,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,13-May-22
1589,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,600,450,16-Apr-22
1590,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,700,600,17-Apr-23
1591,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,600,500,07-May-22
1592,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,600,500,12-May-22
1593,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,600,500,25-Aug-22
1594,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,600,500,26-Aug-22
1595,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,600,30-May-23
1596,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,04-Apr-22
1597,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,13-Sep-22
1598,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,750,22-Apr-22
1599,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,14-Mar-23
1600,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,15-Mar-23
1601,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,15-Mar-24
1602,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,18-Mar-23
1603,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,20-Jan-23
1604,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,01-Feb-23
1605,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,01-Feb-24
1606,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,06-Jul-22
1607,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,14-Dec-23
1608,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,19-Jun-23
1609,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,22-Dec-22
1610,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,25-Nov-22
1611,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,28-Jun-22
1612,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,30-Jul-22
1613,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1200,700,02-May-24
1614,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1200,700,18-Apr-24
1615,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,600,1000,800,23-Jan-24
1616,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1000,800,15-May-24
1617,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1200,1000,04-Aug-23
1618,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1200,1000,17-Feb-24
1619,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1200,1000,20-Jul-23
1620,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1300,28-Dec-23
1621,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1600,1500,22-Aug-23
1622,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,2000,3000,2500,27-Nov-23
1623,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,2000,3000,2600,08-Dec-23
1624,Bangalore,Bangalore,Onion,Local,FAQ,500,800,700,29-Apr-23
1625,Bangalore,Bangalore,Onion,Local,FAQ,700,900,800,12-May-22
1626,Bangalore,Bangalore,Onion,Local,FAQ,700,1000,800,25-Apr-22
1627,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,01-Aug-22
1628,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,15-Sep-22
1629,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,26-Apr-23
1630,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1000,02-Jun-23
1631,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,26-Jun-23
1632,Bangalore,Bangalore,Onion,Local,FAQ,800,1400,1100,17-Mar-22
1633,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1100,31-Jul-23
1634,Bangalore,Bangalore,Onion,Local,FAQ,1000,1300,1100,22-Jun-23
1635,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1250,02-Feb-22
1636,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1250,03-Dec-22
1637,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,06-Mar-24
1638,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,13-Mar-23
1639,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,20-Jan-24
1640,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,24-Mar-23
1641,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,27-Jul-22
1642,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1400,13-Oct-22
1643,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1400,14-Oct-22
1644,Bangalore,Bangalore,Onion,Local,FAQ,1000,1700,1300,13-Mar-24
1645,Bangalore,Bangalore,Onion,Local,FAQ,1200,1700,1500,09-Jan-24
1646,Bangalore,Bangalore,Onion,Local,FAQ,1200,1700,1500,10-Jan-24
1647,Bangalore,Bangalore,Onion,Local,FAQ,1200,1800,1500,07-May-24
1648,Bangalore,Bangalore,Onion,Local,FAQ,1200,1800,1500,13-May-24
1649,Bangalore,Bangalore,Onion,Local,FAQ,1200,1800,1500,19-Feb-24
1650,Bangalore,Bangalore,Onion,Local,FAQ,1300,1500,1400,06-Jul-23
1651,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,04-Sep-23
1652,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,08-Sep-23
1653,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,31-Aug-23
1654,Bangalore,Bangalore,Onion,Local,FAQ,1600,2000,1800,17-Aug-23
1655,Bangalore,Bangalore,Onion,Local,FAQ,2000,2400,2200,05-Oct-23
1656,Bangalore,Bangalore,Onion,Local,FAQ,2000,2500,2200,14-Jun-24
1657,Bangalore,Bangalore,Onion,Local,FAQ,2000,2600,2300,24-Jan-22
1658,Bangalore,Bangalore,Onion,Local,FAQ,2800,3200,3000,20-Oct-23
1659,Bangalore,Bangalore,Onion,Local,FAQ,2800,3600,3000,23-Nov-23
1660,Bangalore,Bangalore,Onion,Local,FAQ,2800,3600,3400,27-Nov-23
1661,Bangalore,Bangalore,Onion,Local,FAQ,3000,3800,3600,28-Nov-23
1662,Bangalore,Bangalore,Onion,Local,FAQ,3500,4200,3800,17-Nov-23
1663,Bangalore,Bangalore,Onion,Local,FAQ,3500,4500,4000,09-Nov-23
1664,Bangalore,Bangalore,Onion,Onion,FAQ,500,800,700,17-Sep-22
1665,Bangalore,Bangalore,Onion,Onion,FAQ,800,1000,900,17-May-23
1666,Bangalore,Bangalore,Onion,Onion,FAQ,800,1000,900,20-May-23
1667,Bangalore,Bangalore,Onion,Onion,FAQ,800,1000,900,30-May-22
1668,Bangalore,Bangalore,Onion,Onion,FAQ,800,1100,900,29-Apr-23
1669,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1200,1100,06-Mar-23
1670,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1200,1200,02-Jun-22
1671,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1500,1300,19-Apr-23
1672,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1600,1400,03-Jun-23
1673,Bangalore,Bangalore,Onion,Onion,FAQ,1300,1500,1400,16-Jun-23
1674,Bangalore,Bangalore,Onion,Onion,FAQ,1300,1500,1400,21-Jun-23
1675,Bangalore,Bangalore,Onion,Onion,FAQ,1400,1600,1500,03-Jan-23
1676,Bangalore,Bangalore,Onion,Onion,FAQ,1400,1800,1500,15-Mar-23
1677,Bangalore,Bangalore,Onion,Onion,FAQ,1400,1800,1500,18-Mar-23
1678,Bangalore,Bangalore,Onion,Onion,FAQ,1400,1800,1500,21-Mar-23
1679,Bangalore,Bangalore,Onion,Onion,FAQ,1400,1800,1500,23-Mar-23
1680,Bangalore,Bangalore,Onion,Onion,FAQ,1400,1800,1600,07-Dec-22
1681,Bangalore,Bangalore,Onion,Onion,FAQ,1400,2000,1700,21-Mar-24
1682,Bangalore,Bangalore,Onion,Onion,FAQ,1500,2000,1800,16-Jan-23
1683,Bangalore,Bangalore,Onion,Onion,FAQ,1500,2000,1800,17-Jan-23
1684,Bangalore,Bangalore,Onion,Onion,FAQ,1500,2000,1800,21-May-24
1685,Bangalore,Bangalore,Onion,Onion,FAQ,1600,1800,1600,12-Oct-22
1686,Bangalore,Bangalore,Onion,Onion,FAQ,1600,1800,1600,13-Oct-22
1687,Bangalore,Bangalore,Onion,Onion,FAQ,1600,1800,1700,25-Jul-23
1688,Bangalore,Bangalore,Onion,Onion,FAQ,1600,2400,1800,03-Feb-24
1689,Bangalore,Bangalore,Onion,Onion,FAQ,1700,2100,1800,16-Apr-24
1690,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2400,2200,30-Dec-23
1691,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2600,2400,18-Aug-23
1692,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2600,2400,21-Aug-23
1693,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2700,2500,11-Sep-23
1694,Bangalore,Bangalore,Onion,Onion,FAQ,2000,3000,2500,13-Dec-23
1695,Bangalore,Bangalore,Onion,Onion,FAQ,2400,2700,2500,21-Dec-23
1696,Bangalore,Bangalore,Onion,Onion,FAQ,2400,2700,2500,22-Dec-23
1697,Bangalore,Bangalore,Onion,Onion,FAQ,2500,3000,2600,14-Jun-24
1698,Bangalore,Bangalore,Onion,Onion,FAQ,3600,4400,4000,22-Nov-23
1699,Bangalore,Bangalore,Onion,Onion,FAQ,4000,4600,4200,07-Dec-23
1700,Bangalore,Bangalore,Onion,Puna,FAQ,800,1200,1000,03-May-23
1701,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1300,1100,04-Mar-23
1702,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1300,1100,17-Apr-23
1703,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1500,1300,06-Feb-23
1704,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1500,1300,13-Mar-23
1705,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1500,1300,24-Mar-23
1706,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1600,1400,08-Aug-22
1707,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1600,1400,22-Jul-22
1708,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,20-Aug-22
1709,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,30-Jun-23
1710,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,20-Jun-23
1711,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1600,22-Mar-24
1712,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1500,05-Dec-22
1713,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1700,28-Mar-24
1714,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2200,1900,17-Dec-22
1715,Bangalore,Bangalore,Onion,Puna,FAQ,1400,1800,1500,02-Jun-22
1716,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2200,1800,05-Jul-22
1717,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2200,1800,14-Jul-22
1718,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2300,2000,01-Jan-24
1719,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2600,2050,04-Feb-22
1720,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2800,2150,11-Jan-22
1721,Bangalore,Bangalore,Onion,Puna,FAQ,1500,3000,2200,29-May-24
1722,Bangalore,Bangalore,Onion,Puna,FAQ,1500,3000,2400,15-Nov-22
1723,Bangalore,Bangalore,Onion,Puna,FAQ,1500,3000,2500,16-Oct-23
1724,Bangalore,Bangalore,Onion,Puna,FAQ,1800,2700,2400,21-Feb-24
1725,Bangalore,Bangalore,Onion,Puna,FAQ,2000,2900,2700,11-Sep-23
1726,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3000,2500,18-Aug-23
1727,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3000,2500,23-Feb-22
1728,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3000,2600,06-Oct-23
1729,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3200,2600,24-Jan-22
1730,Bangalore,Bangalore,Onion,Puna,FAQ,2500,4000,3000,11-Dec-23
1731,Bangalore,Bangalore,Onion,Puna,FAQ,5000,5500,5200,30-Oct-23
1732,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,800,600,21-Oct-22
1733,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,800,600,22-Mar-24
1734,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,800,600,24-Mar-22
1735,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,600,450,28-Mar-22
1736,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,700,500,17-May-22
1737,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,1000,800,05-Mar-24
1738,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,600,500,10-Aug-22
1739,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,600,500,17-Aug-22
1740,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,600,500,30-Apr-22
1741,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,500,21-Mar-22
1742,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,600,29-Aug-22
1743,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,800,700,05-Jan-23
1744,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,800,700,07-Jan-23
1745,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,02-Jan-23
1746,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,20-Jun-22
1747,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,07-Nov-22
1748,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,19-Dec-22
1749,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,21-Jun-23
1750,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1500,1200,02-Nov-22
1751,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1000,900,17-Jul-23
1752,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1200,900,03-Jul-23
1753,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1200,1000,14-May-24
1754,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1200,1000,16-Feb-24
1755,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1200,1000,21-Jul-23
1756,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1200,1000,25-Jul-23
1757,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1500,1200,29-May-24
1758,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1200,28-Dec-22
1759,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1800,1500,21-Feb-24
1760,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,2000,3000,2500,20-Nov-23
1761,Bangalore,Bangalore,Onion,Local,FAQ,500,800,700,20-May-23
1762,Bangalore,Bangalore,Onion,Local,FAQ,600,800,700,04-May-23
1763,Bangalore,Bangalore,Onion,Local,FAQ,600,800,700,30-Apr-22
1764,Bangalore,Bangalore,Onion,Local,FAQ,600,1000,800,21-Jul-22
1765,Bangalore,Bangalore,Onion,Local,FAQ,600,1000,800,26-Sep-22
1766,Bangalore,Bangalore,Onion,Local,FAQ,700,900,800,09-Mar-23
1767,Bangalore,Bangalore,Onion,Local,FAQ,700,900,800,10-Mar-23
1768,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,02-Jun-22
1769,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,18-Apr-22
1770,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,21-May-22
1771,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1000,23-Mar-22
1772,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,04-Apr-22
1773,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,06-Apr-22
1774,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,30-Sep-22
1775,Bangalore,Bangalore,Onion,Local,FAQ,900,1000,950,28-Apr-22
1776,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1000,03-Feb-23
1777,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1100,01-Aug-23
1778,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,09-Dec-22
1779,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,14-Dec-22
1780,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,16-Dec-22
1781,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,21-May-24
1782,Bangalore,Bangalore,Onion,Local,FAQ,1000,1800,1500,20-Dec-22
1783,Bangalore,Bangalore,Onion,Local,FAQ,1000,1800,1600,17-Nov-22
1784,Bangalore,Bangalore,Onion,Local,FAQ,1000,1800,1600,25-Nov-22
1785,Bangalore,Bangalore,Onion,Local,FAQ,1100,1700,1400,30-Mar-24
1786,Bangalore,Bangalore,Onion,Local,FAQ,1400,1600,1500,16-Feb-24
1787,Bangalore,Bangalore,Onion,Local,FAQ,1400,1600,1500,21-Jul-23
1788,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1700,01-Dec-22
1789,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,05-Jan-24
1790,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,30-May-24
1791,Bangalore,Bangalore,Onion,Local,FAQ,1600,2000,1800,28-Feb-24
1792,Bangalore,Bangalore,Onion,Local,FAQ,2000,2500,2200,13-Jun-24
1793,Bangalore,Bangalore,Onion,Local,FAQ,2000,2800,2400,11-Jun-24
1794,Bangalore,Bangalore,Onion,Local,FAQ,2800,3200,3000,21-Oct-23
1795,Bangalore,Bangalore,Onion,Local,FAQ,3500,4500,4000,06-Nov-23
1796,Bangalore,Bangalore,Onion,Local,FAQ,4000,5000,4500,02-Nov-23
1797,Bangalore,Bangalore,Onion,Onion,FAQ,80,1300,1200,03-Apr-23
1798,Bangalore,Bangalore,Onion,Onion,FAQ,800,1000,900,16-May-23
1799,Bangalore,Bangalore,Onion,Onion,FAQ,900,1100,1000,11-Apr-22
1800,Bangalore,Bangalore,Onion,Onion,FAQ,900,1100,1000,12-Apr-22
1801,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1100,04-Mar-23
1802,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1100,15-Feb-23
1803,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1100,17-Feb-23
1804,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1200,01-Aug-22
1805,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1200,02-Aug-22
1806,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1200,04-Aug-22
1807,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1200,08-Aug-22
1808,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1400,1200,24-Feb-23
1809,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1400,1300,09-Jun-22
1810,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1800,1700,07-Oct-22
1811,Bangalore,Bangalore,Onion,Onion,FAQ,1400,1700,1600,27-Jan-23
1812,Bangalore,Bangalore,Onion,Onion,FAQ,1400,1700,1600,30-Jan-23
1813,Bangalore,Bangalore,Onion,Onion,FAQ,1400,1800,1500,20-Mar-23
1814,Bangalore,Bangalore,Onion,Onion,FAQ,1400,1800,1500,24-Mar-23
1815,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1700,1600,17-Jun-22
1816,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1800,1700,04-Jul-22
1817,Bangalore,Bangalore,Onion,Onion,FAQ,1500,2000,1600,08-Feb-24
1818,Bangalore,Bangalore,Onion,Onion,FAQ,1500,2200,1700,12-Dec-22
1819,Bangalore,Bangalore,Onion,Onion,FAQ,1500,2200,1800,17-Dec-22
1820,Bangalore,Bangalore,Onion,Onion,FAQ,1600,2000,1800,21-Jan-23
1821,Bangalore,Bangalore,Onion,Onion,FAQ,1600,2000,1800,24-May-24
1822,Bangalore,Bangalore,Onion,Onion,FAQ,1700,2000,1800,04-Jul-23
1823,Bangalore,Bangalore,Onion,Onion,FAQ,1700,2300,2000,15-Mar-24
1824,Bangalore,Bangalore,Onion,Onion,FAQ,1700,2300,2000,18-Mar-24
1825,Bangalore,Bangalore,Onion,Onion,FAQ,1800,2300,2000,07-May-24
1826,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2400,2200,02-Jan-24
1827,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2600,2400,23-Aug-23
1828,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2600,2400,29-Aug-23
1829,Bangalore,Bangalore,Onion,Onion,FAQ,2800,3600,3000,10-Jun-24
1830,Bangalore,Bangalore,Onion,Onion,FAQ,4000,4600,4200,06-Dec-23
1831,Bangalore,Bangalore,Onion,Onion,FAQ,4500,5200,5000,27-Oct-23
1832,Bangalore,Bangalore,Onion,Puna,FAQ,700,1100,900,19-May-23
1833,Bangalore,Bangalore,Onion,Puna,FAQ,800,1200,1000,24-Feb-23
1834,Bangalore,Bangalore,Onion,Puna,FAQ,900,1300,1100,08-May-23
1835,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1200,1100,27-Sep-22
1836,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1300,1100,15-Apr-23
1837,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1400,1200,26-Apr-23
1838,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1500,1300,15-Feb-23
1839,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1600,1500,01-Aug-22
1840,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,05-Mar-22
1841,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,08-Dec-22
1842,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,22-Aug-22
1843,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,29-Aug-22
1844,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,02-Aug-23
1845,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,17-Jun-23
1846,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,21-Mar-22
1847,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1900,1400,13-Jun-22
1848,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1600,07-Mar-24
1849,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1600,12-Aug-22
1850,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1600,12-Jul-23
1851,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2100,1700,04-May-24
1852,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2100,1700,23-Apr-24
1853,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2800,2200,29-Oct-22
1854,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2000,1750,21-Jul-23
1855,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2000,1750,25-Jul-23
1856,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2200,2000,19-Jan-24
1857,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2300,2000,03-Jan-24
1858,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2300,2000,05-Jan-24
1859,Bangalore,Bangalore,Onion,Puna,FAQ,1600,1800,1700,30-Apr-22
1860,Bangalore,Bangalore,Onion,Puna,FAQ,1800,2600,2200,10-Jan-23
1861,Bangalore,Bangalore,Onion,Puna,FAQ,2000,2700,2400,30-Aug-23
1862,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3200,2600,21-Jan-22
1863,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3200,2800,13-Jun-24
